query_id,state,county,difficulty,question,found_in_top5,rank,chunk_coverage,golden_section,retrieved_section,retrieved_section_1,retrieved_section_2,retrieved_section_3,retrieved_section_4,retrieved_section_5,golden_chunk,retrieved_chunk,golden_penalty_fine,retrieved_penalty_fine,penalty_fine_correct,golden_prohibition,retrieved_prohibition,prohibition_correct,golden_obligation,retrieved_obligation,obligation_correct,golden_permission,retrieved_permission,permission_correct,metadata_accuracy,llm_reasoning
48,FL,Alachua,Medium,How might enforcement officers determine whether water is “likely” to breed mosquitoes?,False,0,0.0,Sec. 20-21. - Breeding places for mosquitoes—Prohibited.,,115.02. Personal liability of enforcement officers .,Sec. 74.14. Personal liability of enforcement officers.,27.16. CODE,Sec. 72.34. Animals in motor vehicle.,Sec. 113.05. Traffic infraction enforcement officers.,"It shall be unlawful for any person to have, keep, maintain, cause, or permit any collection of standing or flowing water in which mosquitoes breed or are likely to breed, unless such collection of water is treated so as effectually to prevent such breeding. (Code 1960, § 15-11; Code 1976, § 16-10)",,False,False,,True,False,,False,False,,False,False,,,"None of the retrieved chunks contain the exact text from the golden truth section (Sec. 20-21 - Breeding places for mosquitoes - Prohibited). The text in the retrieved chunks only mention the section number (Sec. 115.02, Sec. 74.14, Sec. 27.16, Sec. 72.34, Sec. 113.05) but do not contain the specific law text or prohibitive language related to mosquito breeding."
49,FL,Baker County,Hard,How does allowing opinion-based testimony about nudity or alcohol content affect the evidentiary standards in local enforcement proceedings?,True,1,0.9571428571428572,Sec. 4-35. - Proof.,Sec. 4-35. Proof.,Sec. 4-35. Proof.,Sec. 4-33. Prohibition.,Sec. 4-31. Findings of fact.,Sec. 12-26. Powers.,Sec. 24-457. Appeals.,"(a)In all actions, civil or criminal, for violation of this article, proof of nudity, nude or semi-nude entertainment may be made by any person who has knowledge of the presence of nudity, nude or semi-nude entertainment and may testify as to his opinion whether such conduct occurred.(b)In all actions, civil or criminal, for violation of this article, proof that the beverage was an alcoholic beverage may be made by any person who, by experience in the past in handling or use of alcoholic beverages, or who by taste, smell or drinking of such liquids has knowledge of the presence of the alcoholic content thereof or the intoxicating effect thereof, may testify as to his opinion whether such beverage is an alcoholic beverage.(c)The presence of alcoholic content of any beverage may be shown by hydrometer or gravity test made in or away from the presence of the fact finder by any person who has knowledge of the use of said instrument.","In all actions, civil or criminal, for violation of this article, proof of nudity, nude or semi-nude entertainment may be made by any person who has knowledge of the presence of nudity, nude or semi-nude entertainment and may testify as to his opinion whether such conduct occurred. In all actions, civil or criminal, for violation of this article, proof that the beverage was an alcoholic beverage may be made by any person who, by experience in the past in handling or use of alcoholic beverages, or who by taste, smell or drinking of such liquids has knowledge of the presence of the alcoholic content thereof or the intoxicating effect thereof, may testify as to his opinion whether such beverage is an alcoholic beverage. The presence of alcoholic content of any beverage may be shown by hydrometer or gravity test made in or away from the presence of the fact finder by any person who has knowledge of the use of said instrument. CD4:11 Chapter 5 RESERVED CD5:1 Chapter 6 ANIMALS* Article I. In General Secs. 6-1-6-18. Reserved. Article II. Animal Control",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The text of the golden truth section (Sec. 4-35. Proof) was not found in any of the top 5 retrieved chunks. The section number Sec. 4-35. was mentioned in Chunk 1, but the content of the text did not match. The other chunks either had different section numbers or different content. The golden truth text describes the evidentiary standards for proof of nudity and alcohol content, which includes the use of opinion-based testimony and specific methods for proving the presence of alcohol content. None of the retrieved chunks contained this exact text. Therefore, the golden metadata flags for penalty/fine, prohibition, obligation, and permission are all false, as the text does not describe any of these. The retrieved metadata flags are also false for the same reasons."
50,FL,Bradford,Easy,Do candidates have to submit their campaign finance reports through the supervisor’s electronic filing system?,True,1,0.6774193548387096,Sec. 24-22. - Electronic filing required.,Sec. 24-23. Electronic filing system.,Sec. 24-23. Electronic filing system.,Sec. 24-21. Definitions.,16.5. Planning and zoning board reports . . . .,§ 2-164. ment of the bidder or contractor has been con- victed of a public entity crime subsequent to July,"§ 2-154. Request for quotation shall mean a method of soliciting written prices by either telephone or mail which incorporates specifications, terms, and conditions.","Pursuant to F.S. §§ 106.07(2)(a)2. and 106.07(3), the requirement that each campaign finance report of a candidate must be filed with the supervisor by means of the supervisor's electronic filing system is hereby established.","The supervisor is authorized and directed to develop and establish an electronic filing system, inclusive of such uniform procedures and forms as may be necessary and appropriate for the imple- mentation thereof. The electronic filing system must: Be based on access by means of the Internet; Be accessible by anyone with Internet access using standard web-browsing soft- ware; Provide for direct entry of campaign fi- nance information as well as upload of such information from campaign finance software approved by the supervisor; Provide a method that prevents unautho- rized access to electronic filing system functions; Provide for the issuance of an electronic receipt to the person submitting a cam- paign finance report indicating and veri- fying that the same has been filed; Include a conspicuous statement at or immediately following the log-in page that campaign finance reports must be com- pleted and filed through the electronic filing system not later than midnight of the day required by law therefore, and that late-filed campaign finance reports are subject to the penalties prescribed under F.S. § 106.07 ; and It must include a conspicuous statement at the prompt for submitting a campaign finance report that the same is considered to be certified as to correctness within the meaning of F.S. § 106.07 by the candi- date and the candidate's treasurer and that such persons are subject to the pro- visions of F.S. § 106.307 [106.07 ].",False,,,False,,,False,,,False,,,,"Chunk 1 (Sec. 24-23) contains the text 'Electronic filing system must: Be based on access by means of the Internet; Be accessible by anyone with Internet access using standard web-browsing software; Provide for direct entry of campaign finance information as well as upload of such information from campaign finance software approved by the supervisor; Provide a method that prevents unauthorized access to electronic filing system functions; Provide for the issuance of an electronic receipt to the person submitting a campaign finance report indicating and verifying that the same has been filed; Include a conspicuous statement at or immediately following the log-in page that campaign finance reports must be completed and filed through the electronic filing system not later than midnight of the day required by law therefore, and that late-filed campaign finance reports are subject to the penalties prescribed under F.S. § 106.07; and It must include a conspicuous statement at the prompt for submitting a campaign finance report that the same is considered to be certified as to correctness within the meaning of F.S. § 106.07 by the candidate and the candidate's treasurer and that such persons are subject to the provisions of F.S. § 106.307 [106.07 ].' which matches the golden truth section (Sec. 24-22 - Electronic filing required. Law Text: Pursuant to F.S. §§ 106.07(2)(a)2. and 106.07(3), the requirement that each campaign finance report of a candidate must be filed with the supervisor by means of the supervisor's electronic filing system is hereby established.) with 80% accuracy. The other chunks do not contain the exact text from the golden truth section."
51,FL,Brevard,Medium,Is it legal to sell or serve alcohol 24/7 in the unincorporated areas of the county?,False,0,0.0,Sec. 6-3. - Hours of sale.,,Sec. 78-109. Regulation of alcoholic bever- ages and glass containers.,"Sec. 6-2. Restriction on consumption, pos- session of open containers.",Sec. 102-87. Classification 48: retail sales.,"Sec. 94-314. Stored or parked junked or abandoned vehicles, or parts thereof, on public property.",Sec. 62-4909. Purpose.,"Unless otherwise prohibited, in the unincorporated area of the county, alcoholic beverages may be sold, consumed, served, or permitted to be served or consumed in any place holding a license under the division of alcoholic beverages and tobacco 24 hours a day, seven days a week.",,False,False,,True,False,,False,False,,True,False,,,"The golden truth section (Sec. 6-3) is not found in any of the top 5 retrieved chunks. The section number (6-3) is mentioned in none of the chunks. The retrieved chunks reference other sections (78-109, 6-2, 102-87, 94-314, 62-4909) which do not contain the same text as the golden truth section. The retrieved chunks do not contain the same text as the golden truth section, so found_in_top5 is set to false. The golden metadata is determined based on the text of the golden truth section. The text of the golden truth section prohibits the sale or serving of alcohol 24/7 in the unincorporated areas of the county, which is a prohibition. The text also grants permission for the sale of alcoholic beverages in licensed locations, which is a permission. The other flags (penalty/fine and obligation) are not applicable as there is no mention of monetary penalties, imprisonment, or mandatory requirements in the golden truth section."
52,FL,Broward,Easy,Is a permit required to use a sanitary landfill for solid waste disposal?,True,1,0.08,Sec. 14-16. - Permits to dispose of solid wastes may be required.,Sec. 14-16. Permits to dispose of solid wastes may be required.,Sec. 14-16. Permits to dispose of solid wastes may be required.,"Sec. 14-52. Authority to prohibit dumping, burial or sanitary landfill, or is- sue permits for such methods of disposal.","Sec. 14-52. Authority to prohibit dumping, burial or sanitary landfill, or issue permits for such methods of disposal.",Sec. 39-464. Limitations of uses.,Sec. 14-17. Required permission or authorization to dispose of solid wastes.,"Said board of county commissioners is further authorized to prohibit the dumping or burial of solid wastes and the use of sanitary landfill as a method of disposal of solid wastes within Broward County unless the person, firm, corporation, municipality or political subdivision using such methods of disposal first obtains a permit from said board of county commissioners. No such permit shall be issued unless it shall first be approved by all other regulatory agencies having jurisdiction over the disposal of solid wastes within the territory involved. The privilege to use such methods of disposal shall be exercised under the strict control and supervision of said board of county commissioners. Said board may prohibit entirely the dumping or burial of solid wastes and the use of sanitary landfill within the county, or within any district or districts therein, when other facilities for disposal are available.",Permits to dispose of solid wastes may be required.,False,False,True,False,False,True,False,False,True,False,False,True,1.0,"No chunk contained the SAME SECTION NUMBER and SAME TEXT as the golden truth section (Sec. 14-16). The text in the retrieved chunks mentions the section number but does not match the exact text of the golden truth section. The retrieved chunks mention 'Permits to dispose of solid wastes may be required' but the golden truth section says 'Permits to dispose of solid wastes may be required' which is the same. However, the section number in the retrieved chunk is 14-52, not 14-16. Therefore, the chunks do not contain the actual text from the golden truth section."
53,FL,Charlotte,Medium,At what age do condo buildings need milestone inspections?,True,1,0.0746268656716417,Sec. 3-2-68. - Mandatory inspection of aging condominium and cooperative buildings.,Sec. 3-2-68. Mandatory inspection of aging condominium and cooperative buildings.,Sec. 3-2-68. Mandatory inspection of aging condominium and cooperative buildings.,Sec. 1-8-68. Definitions.,Sec. 3-2-85. Incentives and program application.,§ 1-10-307. CHARLOTTE COUNTY CODE,Sec. 2-5-156. Restrictions on businesses that sell or display drug paraphernalia;,"All condominiums and cooperative buildings three (3) stories or more in height (as determined by the Florida Building Code), must submit to the county a milestone inspection report in accordance with Florida Statutes section 553.899, by December 31 of the year in which the building reaches thirty (30) years of age, based on the date the certificate of occupancy for the building was issued, and every ten (10) years thereafter. If the condominium or cooperative is located within three (3) miles of the ""salt water"" (as defined by Florida Statutes section 379.101), it must submit to the county a milestone inspection report by December 31 of the year in which the building reaches twenty-five (25) years of age, based on the date the certificate of occupancy for the building was issued, and every ten (10) years thereafter.",Mandatory inspection of aging condominium and cooperative buildings. Secs. 3-2-69-3-2-71. Reserved.,False,False,True,False,False,True,True,False,False,False,False,True,0.75,"The golden truth section (Sec. 3-2-68) is referenced in Chunk 1, but the text does not match. The section number is mentioned, but the content is different. The golden truth section does not contain any of the flags (penalty/fine, prohibition, obligation, permission) as it is a section reference, not the actual text. The retrieved chunks do not contain the actual text from the golden truth section."
54,FL,Citrus,Hard,What is the maximum allowable noise level in a noise sensitive zone?,True,1,0.984375,Sec. 21-23. - Noise sensitive zones.,Sec. 21-23. Noise sensitive zones.,Sec. 21-23. Noise sensitive zones.,21-25. Noise exposure,Sec. 21-20. Prohibition.,0.2. peak particle velocity at greater than one Hz in any plane,Sec. 21-31. Valid nonconforming uses.,"It shall be a violation of this article to create, maintain or cause to be maintained any sound within or adjacent to any noise sensitive zone so as to exceed 55 dB(A) at any time when measured at a distance of at least 25 feet from the sound source, or that is plainly audible as defined herein, provided that conspicuous signs are displayed indicating the presence of the zone to read ""Quiet Zone."" Noise sensitive zones may be created by resolution of the board of county commissioners or other governmental entity.","It shall be a violation of this article to create, maintain or cause to be maintained any sound within or adjacent to any noise sensitive zone so as to exceed 55 dB at any time when measured at a distance of at least 25 feet from the sound source, or that is plainly audible as defined herein, provided that conspicuous signs are displayed indicating the presence of the zone to read ""Quiet Zone."" Noise sensitive zones may be created by resolution of the board of county commissioners or other governmental entity.",False,False,True,True,False,False,False,False,True,False,False,True,0.75,"Chunk 1 has the SAME SECTION NUMBER (Sec. 21-23) and SAME TEXT as the golden truth section (Noise sensitive zones). The text describes a prohibition against creating, maintaining, or causing to be maintained any sound within or adjacent to a noise sensitive zone that exceeds 55 dB(A) at any time when measured at a distance of at least 25 feet from the sound source, or that is plainly audible as defined herein, provided that conspicuous signs are displayed indicating the presence of the zone to read 'Quiet Zone'."
55,FL,Clay,Medium,When is public nudity not prohibited under this ordinance?,False,0,0.0,Sec. 2.4-6. - Exemptions.,,Sec. 2.4-3. Findings.,"Sec. 2.4-4. Public nudity, sexual conduct prohibited.",Sec. 2.4-1. Intent.,Sec. 2.3-3. Obscenity and indecent exposure unlawful.,Sec. 25. Force majeure.,"The prohibitions of section 2.4-4 shall not apply: (1)When a person appears nude in a place set apart for nudity, as defined in this article, provided:a.Such person is nude for the sole purpose of performing the legal function or functions that are customarily intended to be performed within such place set apart for nudity, and,b.Such person is not nude for the purpose of obtaining money or other financial gain for such person or for another person or entity.(2)When the act or conduct of being nude cannot legally be prohibited by this article because:a.It constitutes a part of a bona fide live communication, demonstration or performance by a person wherein such nudity is expressive conduct incidental to and necessary for the conveyance or communication of a genuine message or public expression and is not a mere guise or pretense utilized to exploit the act or conduct of being nude for profit or commercial gain, see for instance Board of County Commissioners v. Dexterhouse, 348 So.2d 916 (Fla. 2d DCA 1977), and as such is protected by the United States Constitution or Florida Constitution; or,b.It is otherwise protected by the United States Constitution or Florida Constitution.(3)To a woman breast feeding a baby; or,(4)To the presentation or display of photographs, movies, video presentations, or to other non-live performances.",,False,False,,False,False,,False,False,,False,False,,,"No chunk matched the golden truth section (Sec. 2.4-6) and its corresponding text. The retrieved chunks either reference the section number but do not contain the exact text from the golden truth. The retrieved metadata does not indicate any penalties, prohibitions, obligations, or permissions related to the golden truth section."
56,FL,Collier,Hard,How much is the county’s motor fuel tax per gallon?,False,0,0.0,Sec. 126-26. - Gasoline tax—One-cent levy.,,Sec. 126-29. Same-Seventh-cent levy.,"§ 336.025. The aforementioned method of distribu- tion shall apply to the re-levy and reimposition of the additional $0.05 cent local option fuel tax to take effect on January 1, 2026.","Sec. 38-90. Function, authority of fuel imprisonment in the county jail not to exceed 60 allocation officer.","Sec. 38-90. Function, authority of fuel imprisonment in the county jail not to exceed 60 allocation officer.",Sec. 38-87. Conflict and severance.,"(a)Purpose. There is hereby levied and imposed a tax of $0.01 upon every gallon of motor fuel and special fuel sold in the county and taxed under the provisions of F.S. ch. 206, for the purpose of paying the cost of acquisition, construction, reconstruction and maintenance of roads and streets as authorized by law.(b)Effective date. This tax is imposed effective June 1, 1980.",,False,False,,False,False,,False,False,,False,False,,,No chunk contained the same section number (Sec. 126-26) and the same text as the golden truth section. The retrieved chunks either referenced different sections or contained unrelated text.
57,FL,DeSoto,Hard,When are ‘No Smoking’ signs required to be posted?,True,1,0.9322033898305084,Sec. 13-12. - Smoking.,Sec. 13-12. Smoking.,Sec. 13-12. Smoking.,Sec. 11-424. Smoking and vaping prohibited in certain areas.,Sec. 20-795. Permit required.,Sec. 20-1733. Signs.,Sec. 20-855. Types of signs exempt from permit requirements.,"(a)Where conditions exist which make smoking a fire hazard on any premises, ""No Smoking"" signs may be required to be posted as directed by the authority having jurisdiction (AHJ) or his/her designee. ""No Smoking"" signs shall be of a color, size, lettering, and location approved by the Inspection Division. No person shall remove ""No Smoking"" signs or lights, or ignite or otherwise set a fire to or smoke any cigar, cigarette, pipe, tobacco, or other form of smoldering substance, nor hold, possess, throw, or deposit any lighted or smoldering substance in any place where occasion or action would constitute a fire or life hazard. Nothing in this section shall be construed as prohibiting smoking areas, offices or other rooms which have been approved by the Inspection Division as safe smoking area, approved for that purpose.(b)The manager or person in charge of the premises shall be responsible for enforcing this regulation once ordered by the AHJ.(c)Smoking is prohibited in all ""hospitality establishments"" as provided in the Florida Clean Air Act (F.S. § 386.201 et seq.), except where the statute provides a specific exemption.","Where conditions exist which make smoking a fire hazard on any premises, ""No Smoking"" signs may be required to be posted as directed by the authority having jurisdiction or his/her designee. ""No Smoking"" signs shall be of a color, size, lettering, and location approved by the Inspection Division. No person shall remove ""No Smoking"" signs or lights, or ignite or otherwise set a fire to or smoke any cigar, cigarette, pipe, tobacco, or other form of smoldering substance, nor hold, possess, throw, or deposit any lighted or smoldering substance in any place where occasion or action would constitute a fire or life hazard. Nothing in this section shall be construed as prohibiting smoking areas, offices or other rooms which have been approved by the Inspection Division as safe smoking area, approved for that purpose. The manager or person in charge of the premises shall be responsible for enforcing this regulation once ordered by the AHJ. Smoking is prohibited in all ""hospitality establishments"" as provided in the Florida Clean Air Act , except where the statute provides a specific exemption. CD13:8 FIRE PREVENTION § 13-13",False,False,True,True,False,False,True,False,False,False,False,True,0.5,"The text in the golden truth section (Sec. 13-12. - Smoking.) is not found in any of the retrieved chunks. The retrieved chunks mention Section 13-12 but do not contain the exact text regarding 'No Smoking' signs. The 'Prohibition Flag' and 'Obligation Flag' are set to true based on the golden truth section's text, which prohibits smoking in certain conditions and imposes a duty on the manager to enforce regulations. However, since the retrieved chunks do not match the golden truth text, the flags in the retrieved metadata remain false."
58,FL,Dixie,Hard,Can I use a metal detector in a county park?,True,1,0.9411764705882352,"Sec. 24-3. - Vandalism, defacement, destruction, disturbance or removal.","Sec. 24-3. Vandalism, defacement, destruc- tion, disturbance or removal.","Sec. 24-3. Vandalism, defacement, destruc- tion, disturbance or removal.",Sec. 24-9. Disorderly conduct; assemblage;,"§ 24-2. right and full discretion to deny a request for permission to sell, serve, or consume alcoholic beverages on county property for any reason or no reason at all",9.19.7. Garbage disposal facilities. Every dwell- ing unit shall have adequate garbage dis- posal facilities or garbage storage contain- ers.,Sec. 22-6. Prohibited conduct in county parks and boat landings and other county owned land.,"(a)No person shall cause serious physical harm to any building, property or equipment owned, leased or managed by the county.(b)No person shall injure, deface, destroy, disturb, or remove any part of a park, including but not limited to, buildings, signs, equipment, trees, flowers, shrubs or other vegetation, fruit or seed thereof, rock, mineral, fossil or archeological artifact, or mammals, birds or any other wildlife whether alive or not, with the exception of legally obtained fish.(c)The use of metal detectors within the confines of park property is prohibited.(d)No person shall plant, propagate, leave or introduce plants, roots, seeds or otherwise cultivate plants of any type in the parks without prior written permission.","No person shall cause serious physical harm to any building, property or equipment owned, leased or managed by the county. No person shall injure, deface, destroy, disturb, or remove any part of a park, including but not limited to, buildings, signs, equipment, trees, flowers, shrubs or other vegetation, fruit or seed thereof, rock, mineral, fossil or archeologi- cal artifact, or mammals, birds or any other wildlife whether alive or not, with the exception of legally obtained fish. The use of metal detectors within the confines of park property is prohibited. No person shall plant, propagate, leave or introduce plants, roots, seeds or otherwise cultivate plants of any type in the parks without prior written permission.",False,False,True,True,False,False,False,False,True,False,False,True,0.75,"The retrieved chunks only mention Section 24-3 but do not contain the exact text from the golden truth section. The text in the golden truth section prohibits the use of metal detectors within the confines of park property, but the retrieved chunks do not explicitly state this prohibition. The prohibition flag is set to true based on the golden truth section's text, but the retrieved metadata does not contain this information."
59,FL,Escambia,Easy,Are hogs allowed in residential areas of the county?,False,0,0.0,Sec. 10-10. - Hogs.,,,,,,,"If shall be unlawful for any person to keep or have in his possession, management or control, any hogs within residential areas of the county. This provision shall not apply to those species of hogs known as ""miniature Vietnamese potbellied pigs or hybrid kind,"" which do not exceed 100 pounds, and not to exceed one per household in residential areas.",,,,,,,,,,,,,,,No chunks returned from retrieval
60,FL,Flagler,Hard,When is sea turtle nesting season?,True,1,0.9710144927536232,Sec. 7-5. - Bonfires.,Sec. 7-5. Bonfires.,Sec. 7-5. Bonfires.,6.05.09. Relation to Endangered Species,6.05.04. Sea turtle nesting areas.,6.05.03. Purpose and intent.,6.05.06. The above-described nesting areas are regulated,"Bonfires, campfires, or any other type of fire on the beaches of Flagler County are prohibited at any time during sea turtle nesting season. Sea turtle nesting season occurs annually and currently begins May 1 and runs through and is inclusive of October 31, or as may be modified by the Florida Fish and Wildlife Conservation Commission. Violations of the provisions herein shall be punishable as provided for in chapter 9 of this Code, provided however, that imposition of a penalty does not prevent the pursuit and issuance of injunctive relief.","Bonfires, campfires, or any other type of fire on the beaches of Flagler County are prohibited at any time during sea turtle nesting season. Sea turtle nesting season occurs annually and currently begins May 1 and runs through and is inclusive of October 31, or as may be modified by the Florida Fish and Wildlife Conservation Com- mission. Violations of the provisions herein shall be punishable as provided for in chapter 9 of this Code, provided however, that imposition of a penalty does not prevent the pursuit and issu- ance of injunctive relief.",False,False,True,True,False,False,False,False,True,False,False,True,0.75,"The golden truth section (Sec. 7-5) is mentioned in Chunk 1, but the text does not match. The text in Chunk 1 includes additional information about penalties and the Florida Fish and Wildlife Conservation Commission's role, which are not present in the golden truth section. Therefore, none of the retrieved chunks contain the exact text from the golden truth section."
61,FL,Franklin,Easy,Can a floodplain development permit be suspended or revoked?,True,1,1.0,Sec. 6.5-86. - Suspension or revocation.,§ 6.5-86. FRANKLIN COUNTY CODE,§ 6.5-86. FRANKLIN COUNTY CODE,Sec. 6.5-84. Validity of permit or approval.,Sec. 6.5-57. Inspections.,Sec. 6.5-87. Other permits required.,Sec. 6.5-59. Floodplain management records.,"The floodplain administrator is authorized to suspend or revoke a floodplain development permit or approval if the permit was issued in error, on the basis of incorrect, inaccurate or incomplete information, or in violation of this chapter or any other ordinance, regulation or requirement of this community.","The floodplain administrator is authorized to suspend or revoke a floodplain development permit or approval if the permit was issued in error, on the basis of incorrect, inaccurate or incomplete information, or in violation of this chapter or any other ordinance, regulation or requirement of this community.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"Chunk 1 contains the same section number (Sec. 6.5-86.) and the same text as the golden truth section (Sec. 6.5-86. - Suspension or revocation). Therefore, it is considered a match. The other chunks do not contain the same section number or text."
62,FL,Gadsden,Easy,Do members of the Library Commission get paid?,True,1,0.9787234042553192,Sec. 50-33. - Compensation; expenses.,Sec. 50-33. Compensation; expenses.,Sec. 50-33. Compensation; expenses.,Sec. 50-36. Limitation on powers.,Sec. 50-1. Definitions.,Sec. 50-35. Operating rules and procedure.,Sec. 50-2. Declaration of legislative intent.,"Members of the Library Commission shall serve without compensations, salary or remuneration of any nature, but the Board of County Commissioners may provide, in the annual county budget, sufficient funds for the reasonable and necessary expenses incurred by the Library Commission or its members in performance of the duties and functions prescribed by the provisions of this chapter. All such expenses shall be subject to approval of the Board of County Commissioners.","Members of the Library Commission shall serve without compensations, salary or remu- neration of any nature, but the Board of County Commissioners may provide, in the annual county budget, sufficient funds for the reasonable and necessary expenses incurred by the Library Commission or its members in performance of the duties and functions prescribed by the provisions of this chapter. All such expenses shall be subject to approval of the Board of County Commissioners.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The golden truth section (Sec. 50-33) is not found in the retrieved chunks. The section number matches (Sec. 50-33), but the text does not appear in any of the top 5 chunks. The text describes compensation rules for the Library Commission but does not impose penalties, prohibit actions, or grant permissions. The retrieved chunks do not contain the exact text from the golden truth section."
63,FL,Gilchrist,Medium,Can a real estate organization discriminate when granting membership or participation?,True,1,0.9574468085106383,Sec. 50-36. - Discrimination in the provision of brokerage services.,Sec. 50-36. Discrimination in the provision of brokerage services.,Sec. 50-36. Discrimination in the provision of brokerage services.,Sec. 50-35. Discrimination in the financing of housing or in residential real estate transactions.,Sec. 50-35. Discrimination in the financing of housing or in residential real estate transactions.,Sec. 50-34. Discrimination in the sale or rental of housing and other prohib- ited practices.,"§ 50-34. erty from taking into consideration fac- tors other than race, color, national origin, sex, handicap, familial status or religion","It is unlawful to deny any person access to or membership or participation in any multiple-listing service, real estate brokers' organization, or other service, organization or facility relating to the business of selling or renting dwellings, or to discriminate against a person in the terms or conditions of such access, membership or participation, on account of race, color, national origin, sex, handicap, familial status or religion.","It is unlawful to deny any person access to or membership or participation in any multiple- listing service, real estate brokers' organization, or other service, organization or facility relating to the business of selling or renting dwellings, or to discriminate against a person in the terms or conditions of such access, membership or partici- pation, on account of race, color, national origin, sex, handicap, familial status or religion. State law reference-Similar provisions, F.S. § 760.24. Secs. 50-37-50-60. Reserved. DIVISION 2. ADMINISTRATION AND ENFORCEMENT*",False,False,True,False,False,True,False,False,True,False,False,True,1.0,No chunk contained the SAME SECTION NUMBER AND SAME TEXT as the golden truth section (Sec. 50-36. - Discrimination in the provision of brokerage services). The text in the golden truth section was not found in any of the retrieved chunks. The retrieved chunks only mentioned the section number but had different content.
64,FL,Glades,Medium,Does the building official’s authority to accept affidavits apply to flood load and flood resistance requirements?,False,0,0.0,Sec. 109-20. - New Section 107.6.1. FBC Building permits issued on the basis of an affidavit.,,Sec. 109-21. New,Sec. 117-31. Buildings and structures.,Sec. 109-74. Secretary.,"Sec. 117-33. Site improvements, utilities and limitations.",Sec. 109-196. Appeals.,"Pursuant to the requirements of federal regulation for participation in the National Flood Insurance Program (44 C.F.R. Sections 59 and 60), the authority granted to the building official to issue permits, to rely on inspections, and to accept plans and construction documents on the basis of affidavits and plans submitted pursuant to Section 105.14 and Section 107.6, shall not extend to the flood load and flood resistance construction requirements of the Florida Building Code .",,False,False,,False,False,,False,False,,False,False,,,"The golden truth section reference is Sec. 109-20. New Section 107.6.1. FBC Building permits issued on the basis of an affidavit. None of the retrieved chunks (Chunk 1-5) contain the SAME SECTION NUMBER (109-20) and SAME TEXT as the golden truth section. Therefore, the text does not describe monetary penalties, fines, or other punitive consequences for violations, nor does it prohibit or mandate certain actions, nor grant permission or authorization related to the question. The retrieved chunks only mention Section 109, which is not the same as the golden truth section reference."
