query_id,state,county,difficulty,question,found_in_top5,rank,chunk_coverage,golden_section,retrieved_section,retrieved_section_1,retrieved_section_2,retrieved_section_3,retrieved_section_4,retrieved_section_5,golden_chunk,retrieved_chunk,golden_penalty_fine,retrieved_penalty_fine,penalty_fine_correct,golden_prohibition,retrieved_prohibition,prohibition_correct,golden_obligation,retrieved_obligation,obligation_correct,golden_permission,retrieved_permission,permission_correct,metadata_accuracy,llm_reasoning
49,FL,Baker County,Hard,How does allowing opinion-based testimony about nudity or alcohol content affect the evidentiary standards in local enforcement proceedings?,True,1,0.9571428571428572,Sec. 4-35. - Proof.,Sec. 4-35. Proof.,Sec. 4-35. Proof.,Sec. 4-4. Open containers of alcoholic beverages; public consumption of alcoholic beverages.,Sec. 4-31. Findings of fact.,Sec. 4-4. Open containers of alcoholic beverages; public consumption of alcoholic bever- ages.,Sec. 4-28. Definitions.,"(a)In all actions, civil or criminal, for violation of this article, proof of nudity, nude or semi-nude entertainment may be made by any person who has knowledge of the presence of nudity, nude or semi-nude entertainment and may testify as to his opinion whether such conduct occurred.(b)In all actions, civil or criminal, for violation of this article, proof that the beverage was an alcoholic beverage may be made by any person who, by experience in the past in handling or use of alcoholic beverages, or who by taste, smell or drinking of such liquids has knowledge of the presence of the alcoholic content thereof or the intoxicating effect thereof, may testify as to his opinion whether such beverage is an alcoholic beverage.(c)The presence of alcoholic content of any beverage may be shown by hydrometer or gravity test made in or away from the presence of the fact finder by any person who has knowledge of the use of said instrument.","In all actions, civil or criminal, for violation of this article, proof of nudity, nude or semi-nude entertainment may be made by any person who has knowledge of the presence of nudity, nude or semi-nude entertainment and may testify as to his opinion whether such conduct occurred. In all actions, civil or criminal, for violation of this article, proof that the beverage was an alcoholic beverage may be made by any person who, by experience in the past in handling or use of alcoholic beverages, or who by taste, smell or drinking of such liquids has knowledge of the presence of the alcoholic content thereof or the intoxicating effect thereof, may testify as to his opinion whether such beverage is an alcoholic beverage. The presence of alcoholic content of any beverage may be shown by hydrometer or gravity test made in or away from the presence of the fact finder by any person who has knowledge of the use of said instrument. CD4:11 Chapter 5 RESERVED CD5:1 Chapter 6 ANIMALS* Article I. In General Secs. 6-1-6-18. Reserved. Article II. Animal Control",False,,,False,,,False,,,False,,,,"The text in the retrieved chunks does not contain the same section and text as the golden truth section (Sec. 4-35. Proof). The retrieved chunks mention the section number (Sec. 4-35) but contain different text related to open containers of alcoholic beverages and public consumption of alcoholic beverages. The golden truth section discusses proof of nudity and alcoholic content, which is not present in the retrieved chunks. Therefore, none of the retrieved chunks match the golden truth section."
50,FL,Bradford,Easy,Do candidates have to submit their campaign finance reports through the supervisor’s electronic filing system?,False,0,0.0,Sec. 24-22. - Electronic filing required.,,Sec. 24-23. Electronic filing system.,Sec. 24-21. Definitions.,Sec. 38-39. Fees.,Sec. 1.7. Fees.,Sec. 34-49. Collection and disbursement of funds for cost recovery.,"Pursuant to F.S. §§ 106.07(2)(a)2. and 106.07(3), the requirement that each campaign finance report of a candidate must be filed with the supervisor by means of the supervisor's electronic filing system is hereby established.",,False,False,,False,False,,True,False,,False,False,,,"The golden truth section (Sec. 24-22) is not present in any of the retrieved chunks. The retrieved chunks mention sections 24-21, 24-23, 24-38, 24-39, and 24-49, but do not contain the exact text from Sec. 24-22. The obligation flag is set to 'true' based on the golden truth section, but since the text is not found in the retrieved chunks, the retrieved_metadata flags are all 'false'."
51,FL,Brevard,Medium,Is it legal to sell or serve alcohol 24/7 in the unincorporated areas of the county?,False,0,0.0,Sec. 6-3. - Hours of sale.,,Sec. 78-109. Regulation of alcoholic bever- ages and glass containers.,Sec. 62-4908. Applicability.,Sec. 2-194. Territorial boundaries.,Sec. 86-138. Operating in public road right- except for the purpose of making a sale and of-way prohibited.,Sec. 6-1. Definitions.,"Unless otherwise prohibited, in the unincorporated area of the county, alcoholic beverages may be sold, consumed, served, or permitted to be served or consumed in any place holding a license under the division of alcoholic beverages and tobacco 24 hours a day, seven days a week.",,False,False,,True,False,,False,False,,True,False,,,"The text in the golden truth section (Sec. 6-3. - Hours of sale) is not found in any of the top 5 retrieved chunks. The chunks mention sections 78-109, 62-4908, 2-194, and 86-138, but none of them contain the exact text from the golden truth section. The prohibition and permission flags are inferred based on the golden truth section's language, but since the text is not found in the retrieved chunks, the retrieved_metadata flags are set to false. The reasoning is that the text in the golden truth section is not present in the retrieved chunks, so the flags in the retrieved_metadata cannot be confirmed."
52,FL,Broward,Easy,Is a permit required to use a sanitary landfill for solid waste disposal?,True,1,0.08,Sec. 14-16. - Permits to dispose of solid wastes may be required.,Sec. 14-16. Permits to dispose of solid wastes may be required.,Sec. 14-16. Permits to dispose of solid wastes may be required.,"Sec. 14-52. Authority to prohibit dumping, burial or sanitary landfill, or is- sue permits for such methods of disposal.",Sec. 14-17. Required permission or authorization to dispose of solid wastes.,Sec. 14-14. Definitions; regulatory bodies.,Sec. 27-215. General prohibitions.,"Said board of county commissioners is further authorized to prohibit the dumping or burial of solid wastes and the use of sanitary landfill as a method of disposal of solid wastes within Broward County unless the person, firm, corporation, municipality or political subdivision using such methods of disposal first obtains a permit from said board of county commissioners. No such permit shall be issued unless it shall first be approved by all other regulatory agencies having jurisdiction over the disposal of solid wastes within the territory involved. The privilege to use such methods of disposal shall be exercised under the strict control and supervision of said board of county commissioners. Said board may prohibit entirely the dumping or burial of solid wastes and the use of sanitary landfill within the county, or within any district or districts therein, when other facilities for disposal are available.",Permits to dispose of solid wastes may be required.,False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The text in the golden truth section (Sec. 14-16. - Permits to dispose of solid wastes may be required.) does not appear in any of the retrieved chunks. The chunks mention the section number (Sec. 14-16) but do not contain the exact text. Therefore, none of the chunks match the golden truth section."
53,FL,Charlotte,Medium,At what age do condo buildings need milestone inspections?,True,1,0.0746268656716417,Sec. 3-2-68. - Mandatory inspection of aging condominium and cooperative buildings.,Sec. 3-2-68. Mandatory inspection of aging condominium and cooperative buildings.,Sec. 3-2-68. Mandatory inspection of aging condominium and cooperative buildings.,Sec. 3-2-116. Inspection obligations of mortgagee.,§ 3-2-116. CHARLOTTE COUNTY CODE,"Sec. 3-2-258. Buildings, structures and facilities exempt from the Florida Building",§ 3-7-108. CHARLOTTE COUNTY CODE,"All condominiums and cooperative buildings three (3) stories or more in height (as determined by the Florida Building Code), must submit to the county a milestone inspection report in accordance with Florida Statutes section 553.899, by December 31 of the year in which the building reaches thirty (30) years of age, based on the date the certificate of occupancy for the building was issued, and every ten (10) years thereafter. If the condominium or cooperative is located within three (3) miles of the ""salt water"" (as defined by Florida Statutes section 379.101), it must submit to the county a milestone inspection report by December 31 of the year in which the building reaches twenty-five (25) years of age, based on the date the certificate of occupancy for the building was issued, and every ten (10) years thereafter.",Mandatory inspection of aging condominium and cooperative buildings. Secs. 3-2-69-3-2-71. Reserved.,False,False,True,False,False,True,True,False,False,False,False,True,0.75,"The golden truth section (Sec. 3-2-68) is not found in the retrieved chunks. The section number is mentioned in Chunk 1, but the text does not match. The text in Chunk 1 only references the section number and does not contain the actual text from the golden truth. The other chunks do not contain the golden truth section."
54,FL,Citrus,Hard,What is the maximum allowable noise level in a noise sensitive zone?,True,1,0.984375,Sec. 21-23. - Noise sensitive zones.,Sec. 21-23. Noise sensitive zones.,Sec. 21-23. Noise sensitive zones.,0.2. peak particle velocity at greater than one Hz in any plane,21-25. Noise exposure,Sec. 21-31. Valid nonconforming uses.,Sec. 21-27. Regulations on motor vehicles.,"It shall be a violation of this article to create, maintain or cause to be maintained any sound within or adjacent to any noise sensitive zone so as to exceed 55 dB(A) at any time when measured at a distance of at least 25 feet from the sound source, or that is plainly audible as defined herein, provided that conspicuous signs are displayed indicating the presence of the zone to read ""Quiet Zone."" Noise sensitive zones may be created by resolution of the board of county commissioners or other governmental entity.","It shall be a violation of this article to create, maintain or cause to be maintained any sound within or adjacent to any noise sensitive zone so as to exceed 55 dB at any time when measured at a distance of at least 25 feet from the sound source, or that is plainly audible as defined herein, provided that conspicuous signs are displayed indicating the presence of the zone to read ""Quiet Zone."" Noise sensitive zones may be created by resolution of the board of county commissioners or other governmental entity.",False,False,True,True,False,False,False,False,True,False,False,True,0.75,"Chunk 1 (Sec. 21-23) contains the same section number and most of the text as the golden truth. However, it omits the 'provided that conspicuous signs are displayed indicating the presence of the zone to read 'Quiet Zone.' Noise sensitive zones may be created by resolution of the board of county commissioners or other governmental entity.' part. Therefore, the chunk coverage is 0.8. The text prohibits creating, maintaining, or causing to be maintained any sound within or adjacent to any noise sensitive zone so as to exceed 55 dB(A) at any time when measured at a distance of at least 25 feet from the sound source, or that is plainly audible as defined herein, provided that conspicuous signs are displayed indicating the presence of the zone to read 'Quiet Zone.' This makes the 'prohibition' flag true."
55,FL,Clay,Medium,When is public nudity not prohibited under this ordinance?,False,0,0.0,Sec. 2.4-6. - Exemptions.,,Sec. 2.4-3. Findings.,"Sec. 2.4-4. Public nudity, sexual conduct prohibited.",Sec. 2.4-1. Intent.,Sec. 2.4-9. Miscellaneous provisions.,Sec. 2.3-3. Obscenity and indecent exposure unlawful.,"The prohibitions of section 2.4-4 shall not apply: (1)When a person appears nude in a place set apart for nudity, as defined in this article, provided:a.Such person is nude for the sole purpose of performing the legal function or functions that are customarily intended to be performed within such place set apart for nudity, and,b.Such person is not nude for the purpose of obtaining money or other financial gain for such person or for another person or entity.(2)When the act or conduct of being nude cannot legally be prohibited by this article because:a.It constitutes a part of a bona fide live communication, demonstration or performance by a person wherein such nudity is expressive conduct incidental to and necessary for the conveyance or communication of a genuine message or public expression and is not a mere guise or pretense utilized to exploit the act or conduct of being nude for profit or commercial gain, see for instance Board of County Commissioners v. Dexterhouse, 348 So.2d 916 (Fla. 2d DCA 1977), and as such is protected by the United States Constitution or Florida Constitution; or,b.It is otherwise protected by the United States Constitution or Florida Constitution.(3)To a woman breast feeding a baby; or,(4)To the presentation or display of photographs, movies, video presentations, or to other non-live performances.",,False,False,,False,False,,False,False,,False,False,,,No chunk matched the section number (Sec. 2.4-6) and the exact text from the golden truth section. The section number was not present in any of the retrieved chunks.
56,FL,Collier,Hard,How much is the county’s motor fuel tax per gallon?,False,0,0.0,Sec. 126-26. - Gasoline tax—One-cent levy.,,"Sec. 38-90. Function, authority of fuel imprisonment in the county jail not to exceed 60 allocation officer.","Sec. 38-90. Function, authority of fuel imprisonment in the county jail not to exceed 60 allocation officer.",Sec. 126-29. Same-Seventh-cent levy.,Sec. 49-103. Creation of an economic trust fund.,§ 49-97. aries of a Zone; and (2) the amount of Aggregate by the Board in accordance with this Ordinance,"(a)Purpose. There is hereby levied and imposed a tax of $0.01 upon every gallon of motor fuel and special fuel sold in the county and taxed under the provisions of F.S. ch. 206, for the purpose of paying the cost of acquisition, construction, reconstruction and maintenance of roads and streets as authorized by law.(b)Effective date. This tax is imposed effective June 1, 1980.",,False,False,,False,False,,False,False,,False,False,,,"None of the retrieved chunks contain the same section number and text as the golden truth section (Sec. 126-26. - Gasoline tax - One-cent levy). The retrieved chunks mention sections 38-90, 38-90, 49-103, 49-104, and 49-97, which are unrelated to the golden truth section. The text in the retrieved chunks discusses fuel imprisonment, penalties for ordinance violations, and economic trust fund creation, none of which pertain to the county's motor fuel tax."
57,FL,DeSoto,Hard,When are ‘No Smoking’ signs required to be posted?,True,1,0.9322033898305084,Sec. 13-12. - Smoking.,Sec. 13-12. Smoking.,Sec. 13-12. Smoking.,Sec. 11-424. Smoking and vaping prohibited in certain areas.,Sec. 11-424. Smoking and vaping prohibited in certain areas.,Sec. 20-795. Permit required.,"Sec. 20-663. Dining rooms, recreation centers, and other amenities.","(a)Where conditions exist which make smoking a fire hazard on any premises, ""No Smoking"" signs may be required to be posted as directed by the authority having jurisdiction (AHJ) or his/her designee. ""No Smoking"" signs shall be of a color, size, lettering, and location approved by the Inspection Division. No person shall remove ""No Smoking"" signs or lights, or ignite or otherwise set a fire to or smoke any cigar, cigarette, pipe, tobacco, or other form of smoldering substance, nor hold, possess, throw, or deposit any lighted or smoldering substance in any place where occasion or action would constitute a fire or life hazard. Nothing in this section shall be construed as prohibiting smoking areas, offices or other rooms which have been approved by the Inspection Division as safe smoking area, approved for that purpose.(b)The manager or person in charge of the premises shall be responsible for enforcing this regulation once ordered by the AHJ.(c)Smoking is prohibited in all ""hospitality establishments"" as provided in the Florida Clean Air Act (F.S. § 386.201 et seq.), except where the statute provides a specific exemption.","Where conditions exist which make smoking a fire hazard on any premises, ""No Smoking"" signs may be required to be posted as directed by the authority having jurisdiction or his/her designee. ""No Smoking"" signs shall be of a color, size, lettering, and location approved by the Inspection Division. No person shall remove ""No Smoking"" signs or lights, or ignite or otherwise set a fire to or smoke any cigar, cigarette, pipe, tobacco, or other form of smoldering substance, nor hold, possess, throw, or deposit any lighted or smoldering substance in any place where occasion or action would constitute a fire or life hazard. Nothing in this section shall be construed as prohibiting smoking areas, offices or other rooms which have been approved by the Inspection Division as safe smoking area, approved for that purpose. The manager or person in charge of the premises shall be responsible for enforcing this regulation once ordered by the AHJ. Smoking is prohibited in all ""hospitality establishments"" as provided in the Florida Clean Air Act , except where the statute provides a specific exemption. CD13:8 FIRE PREVENTION § 13-13",False,False,True,True,False,False,True,False,False,False,False,True,0.5,"The retrieved chunks only mention Section 13-12 but do not contain the exact text from the golden truth section. The golden truth section (Sec. 13-12 - Smoking.) contains prohibitive and obligatory language regarding 'No Smoking' signs, but the retrieved chunks (Chunk 1) only reference the section number without providing the exact text. The retrieved metadata does not match the golden metadata as the text is not present in the retrieved chunks."
58,FL,Dixie,Hard,Can I use a metal detector in a county park?,True,1,0.9411764705882352,"Sec. 24-3. - Vandalism, defacement, destruction, disturbance or removal.","Sec. 24-3. Vandalism, defacement, destruc- tion, disturbance or removal.","Sec. 24-3. Vandalism, defacement, destruc- tion, disturbance or removal.",Sec. 24-6. Molesting wildlife; hunting;,Sec. 24-9. Disorderly conduct; assemblage;,Sec. 24-13. Swimming; swimming areas;,Sec. 24-12. Watercraft regulations.,"(a)No person shall cause serious physical harm to any building, property or equipment owned, leased or managed by the county.(b)No person shall injure, deface, destroy, disturb, or remove any part of a park, including but not limited to, buildings, signs, equipment, trees, flowers, shrubs or other vegetation, fruit or seed thereof, rock, mineral, fossil or archeological artifact, or mammals, birds or any other wildlife whether alive or not, with the exception of legally obtained fish.(c)The use of metal detectors within the confines of park property is prohibited.(d)No person shall plant, propagate, leave or introduce plants, roots, seeds or otherwise cultivate plants of any type in the parks without prior written permission.","No person shall cause serious physical harm to any building, property or equipment owned, leased or managed by the county. No person shall injure, deface, destroy, disturb, or remove any part of a park, including but not limited to, buildings, signs, equipment, trees, flowers, shrubs or other vegetation, fruit or seed thereof, rock, mineral, fossil or archeologi- cal artifact, or mammals, birds or any other wildlife whether alive or not, with the exception of legally obtained fish. The use of metal detectors within the confines of park property is prohibited. No person shall plant, propagate, leave or introduce plants, roots, seeds or otherwise cultivate plants of any type in the parks without prior written permission.",False,False,True,True,True,True,False,False,True,False,False,True,1.0,"Chunk 1 contains the same section number (Sec. 24-3) and the same text as the golden truth section regarding 'vandalism, defacement, destruction, disturbance or removal'. However, it does not fully match the entire golden truth section. The text in chunk 1 covers the prohibitions mentioned in the golden truth section, but does not include the additional prohibitions related to 'planting, propagating, leaving or introducing plants' without prior written permission. Therefore, the chunk coverage is 80% (4 out of 5 sentences from the golden truth section are covered)."
59,FL,Escambia,Easy,Are hogs allowed in residential areas of the county?,False,0,0.0,Sec. 10-10. - Hogs.,,,,,,,"If shall be unlawful for any person to keep or have in his possession, management or control, any hogs within residential areas of the county. This provision shall not apply to those species of hogs known as ""miniature Vietnamese potbellied pigs or hybrid kind,"" which do not exceed 100 pounds, and not to exceed one per household in residential areas.",,,,,,,,,,,,,,,Retrieval error: 500 Server Error: INTERNAL SERVER ERROR for url: http://3.234.136.27:8000/query
60,FL,Flagler,Hard,When is sea turtle nesting season?,True,1,0.9710144927536232,Sec. 7-5. - Bonfires.,Sec. 7-5. Bonfires.,Sec. 7-5. Bonfires.,6.05.04. Sea turtle nesting areas.,6.05.03. Purpose and intent.,6.05.09. Relation to Endangered Species,6.05.06. The above-described nesting areas are regulated,"Bonfires, campfires, or any other type of fire on the beaches of Flagler County are prohibited at any time during sea turtle nesting season. Sea turtle nesting season occurs annually and currently begins May 1 and runs through and is inclusive of October 31, or as may be modified by the Florida Fish and Wildlife Conservation Commission. Violations of the provisions herein shall be punishable as provided for in chapter 9 of this Code, provided however, that imposition of a penalty does not prevent the pursuit and issuance of injunctive relief.","Bonfires, campfires, or any other type of fire on the beaches of Flagler County are prohibited at any time during sea turtle nesting season. Sea turtle nesting season occurs annually and currently begins May 1 and runs through and is inclusive of October 31, or as may be modified by the Florida Fish and Wildlife Conservation Com- mission. Violations of the provisions herein shall be punishable as provided for in chapter 9 of this Code, provided however, that imposition of a penalty does not prevent the pursuit and issu- ance of injunctive relief.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The golden truth section (Sec. 7-5. - Bonfires) is not fully contained in any of the retrieved chunks. While Chunk 1 mentions Sec. 7-5. Bonfires, it only partially quotes the text and does not include the complete prohibition of fires during sea turtle nesting season. The other chunks do not reference this section or contain the relevant text."
61,FL,Franklin,Easy,Can a floodplain development permit be suspended or revoked?,True,1,1.0,Sec. 6.5-86. - Suspension or revocation.,§ 6.5-86. FRANKLIN COUNTY CODE,§ 6.5-86. FRANKLIN COUNTY CODE,Sec. 6.5-53. Applications and permits.,Sec. 6.5-83. Application for a permit or approval.,Sec. 6.5-84. Validity of permit or approval.,Sec. 6.5-59. Floodplain management records.,"The floodplain administrator is authorized to suspend or revoke a floodplain development permit or approval if the permit was issued in error, on the basis of incorrect, inaccurate or incomplete information, or in violation of this chapter or any other ordinance, regulation or requirement of this community.","The floodplain administrator is authorized to suspend or revoke a floodplain development permit or approval if the permit was issued in error, on the basis of incorrect, inaccurate or incomplete information, or in violation of this chapter or any other ordinance, regulation or requirement of this community.",False,,,False,,,False,,,False,,,,"Chunk 1 contains the same section number (Sec. 6.5-86.) and the same text as the golden truth section, confirming that a floodplain development permit or approval can be suspended or revoked for certain reasons."
62,FL,Gadsden,Easy,Do members of the Library Commission get paid?,True,1,0.9787234042553192,Sec. 50-33. - Compensation; expenses.,Sec. 50-33. Compensation; expenses.,Sec. 50-33. Compensation; expenses.,Sec. 50-36. Limitation on powers.,Sec. 50-2. Declaration of legislative intent.,Sec. 50-1. Definitions.,Sec. 50-35. Operating rules and procedure.,"Members of the Library Commission shall serve without compensations, salary or remuneration of any nature, but the Board of County Commissioners may provide, in the annual county budget, sufficient funds for the reasonable and necessary expenses incurred by the Library Commission or its members in performance of the duties and functions prescribed by the provisions of this chapter. All such expenses shall be subject to approval of the Board of County Commissioners.","Members of the Library Commission shall serve without compensations, salary or remu- neration of any nature, but the Board of County Commissioners may provide, in the annual county budget, sufficient funds for the reasonable and necessary expenses incurred by the Library Commission or its members in performance of the duties and functions prescribed by the provisions of this chapter. All such expenses shall be subject to approval of the Board of County Commissioners.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The golden truth section (Sec. 50-33. Compensation; expenses.) is not found in any of the retrieved chunks. Although Chunk 1 mentions Section 50-33, it only provides a reference to the section and does not contain the exact text from the golden truth. Therefore, none of the chunks match the golden truth section."
63,FL,Gilchrist,Medium,Can a real estate organization discriminate when granting membership or participation?,True,1,0.9574468085106383,Sec. 50-36. - Discrimination in the provision of brokerage services.,Sec. 50-36. Discrimination in the provision of brokerage services.,Sec. 50-36. Discrimination in the provision of brokerage services.,Sec. 50-35. Discrimination in the financing of housing or in residential real estate transactions.,Sec. 50-35. Discrimination in the financing of housing or in residential real estate transactions.,50-35. applies to:,Sec. 50-34. Discrimination in the sale or rental of housing and other prohib- ited practices.,"It is unlawful to deny any person access to or membership or participation in any multiple-listing service, real estate brokers' organization, or other service, organization or facility relating to the business of selling or renting dwellings, or to discriminate against a person in the terms or conditions of such access, membership or participation, on account of race, color, national origin, sex, handicap, familial status or religion.","It is unlawful to deny any person access to or membership or participation in any multiple- listing service, real estate brokers' organization, or other service, organization or facility relating to the business of selling or renting dwellings, or to discriminate against a person in the terms or conditions of such access, membership or partici- pation, on account of race, color, national origin, sex, handicap, familial status or religion. State law reference-Similar provisions, F.S. § 760.24. Secs. 50-37-50-60. Reserved. DIVISION 2. ADMINISTRATION AND ENFORCEMENT*",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"None of the retrieved chunks contain the exact text from the golden truth section (Sec. 50-36. - Discrimination in the provision of brokerage services). While Chunk 1 mentions the section number, it only provides a reference to the text rather than the text itself. Therefore, the golden truth section is not found in the top 5 retrieved chunks."
64,FL,Glades,Medium,Does the building official’s authority to accept affidavits apply to flood load and flood resistance requirements?,False,0,0.0,Sec. 109-20. - New Section 107.6.1. FBC Building permits issued on the basis of an affidavit.,,Sec. 117-31. Buildings and structures.,Sec. 109-21. New,"Sec. 117-33. Site improvements, utilities and limitations.",§ 125-159. GLADES COUNTY CODE,Sec. 109-19. Schedule of permit fees.,"Pursuant to the requirements of federal regulation for participation in the National Flood Insurance Program (44 C.F.R. Sections 59 and 60), the authority granted to the building official to issue permits, to rely on inspections, and to accept plans and construction documents on the basis of affidavits and plans submitted pursuant to Section 105.14 and Section 107.6, shall not extend to the flood load and flood resistance construction requirements of the Florida Building Code .",,False,False,,False,False,,False,False,,False,False,,,"The golden truth section (Sec. 109-20. - New Section 107.6.1. FBC Building permits issued on the basis of an affidavit) is not found in any of the retrieved chunks. The text in the golden truth section is not present in any of the sections (117-31, 109-21, 117-33, 117-37, 125-159) of the retrieved chunks. The retrieved chunks only mention the section number (Sec. 109-20) but do not contain the same text as the golden truth section. Therefore, the text from the golden truth section is not found in the top 5 retrieved chunks."
65,FL,Gulf,Easy,What should I do if my animal bites someone or is exposed to a rabid animal?,True,1,0.9389312977099236,Sec. 6-62. - Animal bites.,Sec. 6-62. Animal bites.,Sec. 6-62. Animal bites.,Sec. 6-87. Notification of change of status.,Sec. 6-91. Muzzle.,Sec. 6-44. Disposal of animals.,Sec. 6-11. Public nuisance prohibited.,"(a)Bite exposure and non-bite exposure shall be defined according to chapter 64D-3, ""Control of Communicable Diseases & Conditions which May Significantly Affect Public Health,"" Florida Administrative Code.(b)When any animal bites or wounds a human or when a human or domestic or captive wild animal is bitten by or exposed to rabies by a suspected or known rabid animal, the owner shall comply fully with chapter 64D-3, ""Control of Communicable Diseases & Conditions which May Significantly Affect Public Health"" Florida Administrative Code.(c)It shall be the duty of any person having knowledge that an animal has bitten or otherwise exposed a person or domestic or captive wild animal to rabies, to report the incident immediately to the department of animal control or to the Department of Health - Gulf County public health unit for examination, or for supervised quarantine of the animal at the expense of the owner.(d)Any ferret, cat or dog which has bitten or exposed a human to rabies shall be quarantined for a period of not less than ten days from the date of exposure.(e)The procedures for the investigation of animal bites inflicted by animals other than ferrets, dogs and cats shall be followed in accordance with the provisions set forth in chapter 64D-3, F.A.C.(f)The location and conditions of examination or quarantine of animals which have bitten or otherwise exposed a person to rabies shall be established by the county health officer. (Chapter 64D-3, F.A.C.).(g)Any person having knowledge that a domestic animal has been bitten by or otherwise exposed to rabies by a wild animal of a species commonly recognized to be a carrier of rabies, such as, but not limited to, raccoons, foxes, skunks, bats, and bobcats, shall immediately report such bite or exposure to the department of animal control or to the Department of Health - Gulf County public health unit for the investigation of such bite or exposure.","Bite exposure and non-bite exposure shall be defined according to chapter 64D-3, ""Control of Communicable Diseases & Conditions which May Significantly Affect Public Health,"" Florida Admin- istrative Code. When any animal bites or wounds a human or when a human or domestic or captive wild animal is bitten by or exposed to rabies by a suspected or known rabid animal, the owner shall comply fully with chapter 64D-3, ""Control of Communicable Diseases & Conditions which May Significantly Affect Public Health"" Florida Administrative Code. It shall be the duty of any person having knowledge that an animal has bitten or otherwise exposed a person or domestic or captive wild animal to rabies, to report the incident immediately to the department of animal control or to the Department of Health - Gulf County public health unit for examination, or for supervised quarantine of the animal at the expense of the owner. Any ferret, cat or dog which has bitten or exposed a human to rabies shall be quarantined for a period of not less than ten days from the date of exposure. The procedures for the investigation of animal bites inflicted by animals other than ferrets, dogs and cats shall be followed in accordance with the provisions set forth in chapter 64D-3, F.A.C. The location and conditions of examination or quarantine of animals which have bitten or otherwise exposed a person to rabies shall be established by the county health officer. . Any person having knowledge that a domestic animal has been bitten by or otherwise exposed to rabies by a wild animal of a species commonly recognized to be a carrier of rabies, such as, but not limited to, raccoons, foxes, skunks, bats, and bobcats, shall immediately report such bite or exposure to the department of animal control or to the Department of Health - Gulf County public health unit for the investigation of such bite or exposure.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The retrieved chunks do not contain the exact text from the golden truth section (Sec. 6-62. - Animal bites.). The text in the retrieved chunks references the golden truth section but does not match its content. The other chunks (Sec. 6-87, Sec. 6-44, Sec. 6-11) are from different sections and do not contain the relevant text."
66,FL,Hardee,Easy,Can a commercial sign be changed to display a noncommercial message?,False,0,0.0,SECTION 6.03.00 - SUBSTITUTION OF NONCOMMERCIAL SPEECH FOR COMMERCIAL SPEECH,,,,,,,"Notwithstanding anything contained in this Article or Code to the contrary, any sign erected pursuant to the provisions of this Article or Code may, at the option of the owner, contain a noncommercial message in lieu of a commercial message and the noncommercial copy may be substituted at any time in place of the commercial copy. The noncommercial message (copy) may occupy the entire sign face or any portion thereof. The sign face may be changed from commercial to noncommercial messages, or from one noncommercial message to another noncommercial message, provided that the size, height, setback, and other dimensional criteria comply with the provisions of this Article and other applicable requirements have been satisfied.",,,,,,,,,,,,,,,Retrieval error: 500 Server Error: INTERNAL SERVER ERROR for url: http://3.234.136.27:8000/query
